chart_date,chart_year,rank,title,artist,movement,weekly_sales,total_sales,source_year
1968-01-04,1968,1,ラブユー東京,黒沢明とロス・プリモス,,,,1968
1968-01-04,1968,2,世界は二人のために,佐良直美,,,,1968
1968-01-04,1968,3,オーケー,ディブ・ディー・グループ,,,,1968
1968-01-04,1968,4,モンキーズのテーマ,モンキーズ,,,,1968
1968-01-04,1968,5,命かれても,森進一,,,,1968
1968-01-04,1968,6,いつまでも・どこまでも,ザ・スパイダース,,,,1968
1968-01-04,1968,7,北国の二人,ジャッキー吉川とブルーコメッツ,,,,1968
1968-01-04,1968,8,花のサンフランシスコ,スコット・マッケンジー,,,,1968
1968-01-04,1968,9,愛のこころ,布施明,,,,1968
1968-01-04,1968,10,虹色の湖,中村晃子,,,,1968
1968-01-04,1968,11,サマーワイン,ナンシー・シナトラとリー・ヘイゼルウッド,,,,1968
1968-01-04,1968,12,レッツゴー運命,寺内タケシとバニーズ,,,,1968
1968-01-04,1968,13,佐久の鯉太郎,橋幸夫,,,,1968
1968-01-04,1968,14,ブルーシャトウ,ジャッキー吉川とブルーコメッツ,,,,1968
1968-01-04,1968,15,君だけに愛を,ザ・タイガース,,,,1968
1968-01-04,1968,16,太陽野郎,寺内タケシとバニーズ,,,,1968
1968-01-04,1968,17,恋の合言葉,モンキーズ,,,,1968
1968-01-04,1968,18,モナリザの微笑,ザ・タイガース,,,,1968
1968-01-04,1968,19,あの人の足音,伊東ゆかり,,,,1968
1968-01-04,1968,20,北国の青い空,奥村チヨ,,,,1968
1968-01-18,1968,1,ラブユー東京,黒沢明とロス・プリモス,←,,,1968
1968-01-18,1968,2,君だけに愛を,ザ・タイガース,↑,,,1968
1968-01-18,1968,3,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↑,,,1968
1968-01-18,1968,4,世界は二人のために,佐良直美,↓,,,1968
1968-01-18,1968,5,モンキーズのテーマ,モンキーズ,↓,,,1968
1968-01-18,1968,6,命かれても,森進一,↓,,,1968
1968-01-18,1968,7,虹色の湖,中村晃子,↑,,,1968
1968-01-18,1968,8,乙女の祈り,黛ジュン,↑,,,1968
1968-01-18,1968,9,いつまでも・どこまでも,ザ・スパイダース,↓,,,1968
1968-01-18,1968,10,北国の二人,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-01-18,1968,11,愛のこころ,布施明,↓,,,1968
1968-01-18,1968,12,オーケー,ディブ・ディー・グループ,↓,,,1968
1968-01-18,1968,13,むらさきの夜明け,美空ひばり,↑,,,1968
1968-01-18,1968,14,盛り場ブルース,森進一,↑,,,1968
1968-01-18,1968,15,レッツゴー運命,寺内タケシとバニーズ,↓,,,1968
1968-01-18,1968,16,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-01-18,1968,17,サマーワイン,ナンシー・シナトラとリー・ヘイゼルウッド,↓,,,1968
1968-01-18,1968,18,北国の青い空,奥村チヨ,↑,,,1968
1968-01-18,1968,19,幻のアマリリア,加山雄三,初,,,1968
1968-01-18,1968,20,涙のかわくまで,西田佐知子,↑,,,1968
1968-01-25,1968,1,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↑,,,1968
1968-01-25,1968,2,ラブユー東京,黒沢明とロス・プリモス,↓,,,1968
1968-01-25,1968,3,君だけに愛を,ザ・タイガース,↓,,,1968
1968-01-25,1968,4,いつまでも・どこまでも,ザ・スパイダース,↑,,,1968
1968-01-25,1968,5,世界は二人のために,佐良直美,↓,,,1968
1968-01-25,1968,6,乙女の祈り,黛ジュン,↑,,,1968
1968-01-25,1968,7,虹色の湖,中村晃子,←,,,1968
1968-01-25,1968,8,幻のアマリリア,加山雄三,↑,,,1968
1968-01-25,1968,9,モンキーズのテーマ,モンキーズ,↓,,,1968
1968-01-25,1968,10,命かれても,森進一,↓,,,1968
1968-01-25,1968,11,むらさきの夜明け,美空ひばり,↑,,,1968
1968-01-25,1968,12,盛り場ブルース,森進一,↑,,,1968
1968-01-25,1968,13,オーケー,ディブ・ディー・グループ,↓,,,1968
1968-01-25,1968,14,好きだから,ヴィレッジ・シンガーズ,↑,,,1968
1968-01-25,1968,15,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-01-25,1968,16,愛のこころ,布施明,↓,,,1968
1968-01-25,1968,17,くちなしのバラード,舟木一夫,↑,,,1968
1968-01-25,1968,18,涙のかわくまで,西田佐知子,↑,,,1968
1968-01-25,1968,19,思い出のカテリーナ,橋幸夫,↑,,,1968
1968-01-25,1968,20,北国の二人,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-02-01,1968,1,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,←,,,1968
1968-02-01,1968,2,ラブユー東京,黒沢明とロス・プリモス,←,,,1968
1968-02-01,1968,3,君だけに愛を,ザ・タイガース,←,,,1968
1968-02-01,1968,4,乙女の祈り,黛ジュン,↑,,,1968
1968-02-01,1968,5,虹色の湖,中村晃子,↑,,,1968
1968-02-01,1968,6,命かれても,森進一,↑,,,1968
1968-02-01,1968,7,世界は二人のために,佐良直美,↓,,,1968
1968-02-01,1968,8,むらさきの夜明け,美空ひばり,↑,,,1968
1968-02-01,1968,9,幻のアマリリア,加山雄三,↓,,,1968
1968-02-01,1968,10,モンキーズのテーマ,モンキーズ,↓,,,1968
1968-02-01,1968,11,マサチューセッツ,ビージーズ,↑,,,1968
1968-02-01,1968,12,盛り場ブルース,森進一,←,,,1968
1968-02-01,1968,13,思い出のカテリーナ,橋幸夫,↑,,,1968
1968-02-01,1968,14,いつまでも・どこまでも,ザ・スパイダース,↓,,,1968
1968-02-01,1968,15,くちなしのバラード,舟木一夫,↑,,,1968
1968-02-01,1968,16,オーケー,ディブ・ディー・グループ,↓,,,1968
1968-02-01,1968,17,デイドリーム,モンキーズ,↑,,,1968
1968-02-01,1968,18,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-02-01,1968,19,涙のかわくまで,西田佐知子,↓,,,1968
1968-02-01,1968,20,ハロー・グッドバイ,ザ・ビートルズ,↓,,,1968
1968-02-08,1968,1,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,←,,,1968
1968-02-08,1968,2,君だけに愛を,ザ・タイガース,↑,,,1968
1968-02-08,1968,3,乙女の祈り,黛ジュン,↑,,,1968
1968-02-08,1968,4,ラブユー東京,黒沢明とロス・プリモス,↓,,,1968
1968-02-08,1968,5,虹色の湖,中村晃子,←,,,1968
1968-02-08,1968,6,むらさきの夜明け,美空ひばり,↑,,,1968
1968-02-08,1968,7,マサチューセッツ,ビージーズ,↑,,,1968
1968-02-08,1968,8,幻のアマリリア,加山雄三,↑,,,1968
1968-02-08,1968,9,モンキーズのテーマ,モンキーズ,↑,,,1968
1968-02-08,1968,10,命かれても,森進一,↓,,,1968
1968-02-08,1968,11,愛するアニタ,ザ・ワイルド・ワンズ,↑,,,1968
1968-02-08,1968,12,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-02-08,1968,13,盛り場ブルース,森進一,↓,,,1968
1968-02-08,1968,14,世界は二人のために,佐良直美,↓,,,1968
1968-02-08,1968,15,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-02-08,1968,16,涙のかわくまで,西田佐知子,↑,,,1968
1968-02-08,1968,17,オーケー,ディブ・ディー・グループ,↓,,,1968
1968-02-08,1968,18,くちなしのバラード,舟木一夫,↓,,,1968
1968-02-08,1968,19,デイドリーム,モンキーズ,↓,,,1968
1968-02-08,1968,20,恋のしずく,伊東ゆかり,↑,,,1968
1968-02-15,1968,1,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,←,,,1968
1968-02-15,1968,2,乙女の祈り,黛ジュン,↑,,,1968
1968-02-15,1968,3,虹色の湖,中村晃子,↑,,,1968
1968-02-15,1968,4,君だけに愛を,ザ・タイガース,↓,,,1968
1968-02-15,1968,5,ケメ子の唄,ザ・ダーツ,↑,,,1968
1968-02-15,1968,6,ラブユー東京,黒沢明とロス・プリモス,↓,,,1968
1968-02-15,1968,7,マサチューセッツ,ビージーズ,←,,,1968
1968-02-15,1968,8,こころの虹,ジャッキー吉川とブルーコメッツ,↑,,,1968
1968-02-15,1968,9,むらさきの夜明け,美空ひばり,↓,,,1968
1968-02-15,1968,10,命かれても,森進一,←,,,1968
1968-02-15,1968,11,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-02-15,1968,12,恋のしずく,伊東ゆかり,↑,,,1968
1968-02-15,1968,13,盛り場ブルース,森進一,←,,,1968
1968-02-15,1968,14,デイドリーム,モンキーズ,↓,,,1968
1968-02-15,1968,15,幻のアマリリア,加山雄三,↓,,,1968
1968-02-15,1968,16,月のしずく,西郷輝彦,↑,,,1968
1968-02-15,1968,17,モンキーズのテーマ,モンキーズ,↓,,,1968
1968-02-15,1968,18,愛するアニタ,ザ・ワイルド・ワンズ,↓,,,1968
1968-02-15,1968,19,涙のかわくまで,西田佐知子,↓,,,1968
1968-02-15,1968,20,ケメ子の唄,ザ・ジャイアンツ,↑,,,1968
1968-02-22,1968,1,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,←,,,1968
1968-02-22,1968,2,ケメ子の唄,ザ・ダーツ,↑,,,1968
1968-02-22,1968,3,恋のしずく,伊東ゆかり,↑,,,1968
1968-02-22,1968,4,君だけに愛を,ザ・タイガース,←,,,1968
1968-02-22,1968,5,こころの虹,ジャッキー吉川とブルーコメッツ,↑,,,1968
1968-02-22,1968,6,虹色の湖,中村晃子,↓,,,1968
1968-02-22,1968,7,マサチューセッツ,ビージーズ,←,,,1968
1968-02-22,1968,8,乙女の祈り,黛ジュン,↓,,,1968
1968-02-22,1968,9,命かれても,森進一,↑,,,1968
1968-02-22,1968,10,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-02-22,1968,11,ケメ子の唄,ザ・ジャイアンツ,↑,,,1968
1968-02-22,1968,12,幻のアマリリア,加山雄三,↑,,,1968
1968-02-22,1968,13,ラブユー東京,黒沢明とロス・プリモス,↓,,,1968
1968-02-22,1968,14,盛り場ブルース,森進一,↓,,,1968
1968-02-22,1968,15,月のしずく,西郷輝彦,↑,,,1968
1968-02-22,1968,16,モンキーズのテーマ,モンキーズ,↑,,,1968
1968-02-22,1968,17,むらさきの夜明け,美空ひばり,↓,,,1968
1968-02-22,1968,18,愛するアニタ,ザ・ワイルド・ワンズ,←,,,1968
1968-02-22,1968,19,涙のかわくまで,西田佐知子,←,,,1968
1968-02-22,1968,20,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-02-26,1968,1,恋のしずく,伊東ゆかり,↑,,,1968
1968-02-26,1968,2,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-02-26,1968,3,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-02-26,1968,4,マサチューセッツ,ビージーズ,↑,,,1968
1968-02-26,1968,5,こころの虹,ジャッキー吉川とブルーコメッツ,←,,,1968
1968-02-26,1968,6,ケメ子の唄,ザ・ジャイアンツ,↑,,,1968
1968-02-26,1968,7,君だけに愛を,ザ・タイガース,↓,,,1968
1968-02-26,1968,8,乙女の祈り,黛ジュン,←,,,1968
1968-02-26,1968,9,虹色の湖,中村晃子,↓,,,1968
1968-02-26,1968,10,命かれても,森進一,↓,,,1968
1968-02-26,1968,11,涙のかわくまで,西田佐知子,↑,,,1968
1968-02-26,1968,12,雨の銀座,黒沢明とロス・プリモス,↓,,,1968
1968-02-26,1968,13,幻のアマリリア,加山雄三,↓,,,1968
1968-02-26,1968,14,月のしずく,西郷輝彦,↑,,,1968
1968-02-26,1968,15,盛り場ブルース,森進一,↓,,,1968
1968-02-26,1968,16,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-02-26,1968,17,ゆうべの秘密,小川知子,↑,,,1968
1968-02-26,1968,18,デイドリーム,モンキーズ,↑,,,1968
1968-02-26,1968,19,むらさきの夜明け,美空ひばり,↓,,,1968
1968-02-26,1968,20,モンキーズのテーマ,モンキーズ,↓,,,1968
1968-03-04,1968,1,恋のしずく,伊東ゆかり,←,,,1968
1968-03-04,1968,2,ケメ子の唄,ザ・ダーツ,↑,,,1968
1968-03-04,1968,3,マサチューセッツ,ビージーズ,↑,,,1968
1968-03-04,1968,4,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-03-04,1968,5,こころの虹,ジャッキー吉川とブルーコメッツ,←,,,1968
1968-03-04,1968,6,涙のかわくまで,西田佐知子,↑,,,1968
1968-03-04,1968,7,君だけに愛を,ザ・タイガース,←,,,1968
1968-03-04,1968,8,虹色の湖,中村晃子,↑,,,1968
1968-03-04,1968,9,ゆうべの秘密,小川知子,↑,,,1968
1968-03-04,1968,10,ケメ子の唄,ザ・ジャイアンツ,↓,,,1968
1968-03-04,1968,11,デイドリーム,モンキーズ,↑,,,1968
1968-03-04,1968,12,乙女の祈り,黛ジュン,↓,,,1968
1968-03-04,1968,13,盛り場ブルース,森進一,↑,,,1968
1968-03-04,1968,14,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-03-04,1968,15,ハロー・グッドバイ,ザ・ビートルズ,↑,,,1968
1968-03-04,1968,16,命かれても,森進一,↓,,,1968
1968-03-04,1968,17,月のしずく,西郷輝彦,↓,,,1968
1968-03-04,1968,18,モンキーズのテーマ,モンキーズ,↑,,,1968
1968-03-04,1968,19,残雪,舟木一夫,↑,,,1968
1968-03-04,1968,20,雨に消えた初恋,ザ・カウシルズ,↑,,,1968
1968-03-11,1968,1,恋のしずく,伊東ゆかり,←,,,1968
1968-03-11,1968,2,マサチューセッツ,ビージーズ,↑,,,1968
1968-03-11,1968,3,ゆうべの秘密,小川知子,↑,,,1968
1968-03-11,1968,4,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-03-11,1968,5,デイドリーム,モンキーズ,↑,,,1968
1968-03-11,1968,6,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-03-11,1968,7,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-03-11,1968,8,君だけに愛を,ザ・タイガース,↓,,,1968
1968-03-11,1968,9,乙女の祈り,黛ジュン,↑,,,1968
1968-03-11,1968,10,涙のかわくまで,西田佐知子,↓,,,1968
1968-03-11,1968,11,ケメ子の唄,ザ・ジャイアンツ,↓,,,1968
1968-03-11,1968,12,虹色の湖,中村晃子,↓,,,1968
1968-03-11,1968,13,盛り場ブルース,森進一,←,,,1968
1968-03-11,1968,14,雨の銀座,黒沢明とロス・プリモス,←,,,1968
1968-03-11,1968,15,ハロー・グッドバイ,ザ・ビートルズ,←,,,1968
1968-03-11,1968,16,残雪,舟木一夫,↑,,,1968
1968-03-11,1968,17,命かれても,森進一,↓,,,1968
1968-03-11,1968,18,受験生ブルース,高石友也,↑,,,1968
1968-03-11,1968,19,月のしずく,西郷輝彦,↓,,,1968
1968-03-11,1968,20,雨に消えた初恋,ザ・カウシルズ,←,,,1968
1968-03-18,1968,1,恋のしずく,伊東ゆかり,←,,,1968
1968-03-18,1968,2,ゆうべの秘密,小川知子,↑,,,1968
1968-03-18,1968,3,マサチューセッツ,ビージーズ,↓,,,1968
1968-03-18,1968,4,ケメ子の唄,ザ・ダーツ,←,,,1968
1968-03-18,1968,5,デイドリーム,モンキーズ,←,,,1968
1968-03-18,1968,6,受験生ブルース,高石友也,↑,,,1968
1968-03-18,1968,7,涙のかわくまで,西田佐知子,↑,,,1968
1968-03-18,1968,8,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-03-18,1968,9,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↑,,,1968
1968-03-18,1968,10,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-03-18,1968,11,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-03-18,1968,12,盛り場ブルース,森進一,↑,,,1968
1968-03-18,1968,13,乙女の祈り,黛ジュン,↓,,,1968
1968-03-18,1968,14,虹色の湖,中村晃子,↓,,,1968
1968-03-18,1968,15,君だけに愛を,ザ・タイガース,↓,,,1968
1968-03-18,1968,16,命かれても,森進一,↑,,,1968
1968-03-18,1968,17,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-03-18,1968,18,残雪,舟木一夫,↓,,,1968
1968-03-18,1968,19,ハロー・グッドバイ,ザ・ビートルズ,↓,,,1968
1968-03-18,1968,20,ケメ子の唄,ザ・ジャイアンツ,↓,,,1968
1968-03-25,1968,1,ゆうべの秘密,小川知子,↑,,,1968
1968-03-25,1968,2,恋のしずく,伊東ゆかり,↓,,,1968
1968-03-25,1968,3,マサチューセッツ,ビージーズ,←,,,1968
1968-03-25,1968,4,デイドリーム,モンキーズ,↑,,,1968
1968-03-25,1968,5,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-03-25,1968,6,神様お願い,ザ・テンプターズ,↑,,,1968
1968-03-25,1968,7,盛り場ブルース,森進一,↑,,,1968
1968-03-25,1968,8,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↑,,,1968
1968-03-25,1968,9,涙のかわくまで,西田佐知子,↓,,,1968
1968-03-25,1968,10,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-03-25,1968,11,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-03-25,1968,12,あの時君は若かった,ザ・スパイダース,↑,,,1968
1968-03-25,1968,13,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-03-25,1968,14,虹色の湖,中村晃子,←,,,1968
1968-03-25,1968,15,乙女の祈り,黛ジュン,↓,,,1968
1968-03-25,1968,16,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-03-25,1968,17,受験生ブルース,高石友也,↓,,,1968
1968-03-25,1968,18,君だけに愛を,ザ・タイガース,↓,,,1968
1968-03-25,1968,19,大都会の恋人たち,江夏圭介・酒井和歌子,↑,,,1968
1968-03-25,1968,20,命かれても,森進一,↓,,,1968
1968-04-01,1968,1,マサチューセッツ,ビージーズ,↑,,,1968
1968-04-01,1968,2,恋のしずく,伊東ゆかり,←,,,1968
1968-04-01,1968,3,ゆうべの秘密,小川知子,↓,,,1968
1968-04-01,1968,4,神様お願い,ザ・テンプターズ,↑,,,1968
1968-04-01,1968,5,デイドリーム,モンキーズ,↓,,,1968
1968-04-01,1968,6,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-04-01,1968,7,こころの虹,ジャッキー吉川とブルーコメッツ,↑,,,1968
1968-04-01,1968,8,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,←,,,1968
1968-04-01,1968,9,盛り場ブルース,森進一,↓,,,1968
1968-04-01,1968,10,あの時君は若かった,ザ・スパイダース,↑,,,1968
1968-04-01,1968,11,涙のかわくまで,西田佐知子,↓,,,1968
1968-04-01,1968,12,雨の銀座,黒沢明とロス・プリモス,↓,,,1968
1968-04-01,1968,13,虹色の湖,中村晃子,↑,,,1968
1968-04-01,1968,14,君だけに愛を,ザ・タイガース,↑,,,1968
1968-04-01,1968,15,帰ってきたヨッパライ,ザ・フォーク・クルセダーズ,↓,,,1968
1968-04-01,1968,16,伊勢佐木町ブルース,青江三奈,←,,,1968
1968-04-01,1968,17,太陽の花,寺内タケシとバニーズ,↑,,,1968
1968-04-01,1968,18,大都会の恋人たち,江夏圭介・酒井和歌子,↑,,,1968
1968-04-01,1968,19,受験生ブルース,高石友也,↓,,,1968
1968-04-01,1968,20,残雪,舟木一夫,↑,,,1968
1968-04-08,1968,1,恋のしずく,伊東ゆかり,↑,,,1968
1968-04-08,1968,2,ゆうべの秘密,小川知子,↑,,,1968
1968-04-08,1968,3,花の首飾り/銀河のロマンス,ザ・タイガース,↑,,,1968
1968-04-08,1968,4,マサチューセッツ,ビージーズ,↓,,,1968
1968-04-08,1968,5,神様お願い,ザ・テンプターズ,↓,,,1968
1968-04-08,1968,6,デイドリーム,モンキーズ,↓,,,1968
1968-04-08,1968,7,盛り場ブルース,森進一,↑,,,1968
1968-04-08,1968,8,涙のかわくまで,西田佐知子,↑,,,1968
1968-04-08,1968,9,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-04-08,1968,10,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↓,,,1968
1968-04-08,1968,11,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-04-08,1968,12,あの時君は若かった,ザ・スパイダース,↓,,,1968
1968-04-08,1968,13,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-04-08,1968,14,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-04-08,1968,15,虹色の湖,中村晃子,↓,,,1968
1968-04-08,1968,16,太陽の花,寺内タケシとバニーズ,↑,,,1968
1968-04-08,1968,17,大都会の恋人たち,江夏圭介・酒井和歌子,↑,,,1968
1968-04-08,1968,18,残雪,舟木一夫,↑,,,1968
1968-04-08,1968,19,雨に消えた初恋,ザ・カウシルズ,↑,,,1968
1968-04-08,1968,20,命かれても,森進一,↑,,,1968
1968-04-15,1968,1,花の首飾り/銀河のロマンス,ザ・タイガース,↑,,,1968
1968-04-15,1968,2,恋のしずく,伊東ゆかり,↓,,,1968
1968-04-15,1968,3,ゆうべの秘密,小川知子,↓,,,1968
1968-04-15,1968,4,マサチューセッツ,ビージーズ,←,,,1968
1968-04-15,1968,5,神様お願い,ザ・テンプターズ,←,,,1968
1968-04-15,1968,6,あの時君は若かった,ザ・スパイダース,↑,,,1968
1968-04-15,1968,7,デイドリーム,モンキーズ,↓,,,1968
1968-04-15,1968,8,盛り場ブルース,森進一,↓,,,1968
1968-04-15,1968,9,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↑,,,1968
1968-04-15,1968,10,太陽の花,寺内タケシとバニーズ,↑,,,1968
1968-04-15,1968,11,雨の銀座,黒沢明とロス・プリモス,↓,,,1968
1968-04-15,1968,12,悲しくてやりきれない,ザ・フォーク・クルセダーズ,↑,,,1968
1968-04-15,1968,13,涙のかわくまで,西田佐知子,↓,,,1968
1968-04-15,1968,14,伊勢佐木町ブルース,青江三奈,←,,,1968
1968-04-15,1968,15,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-04-15,1968,16,ケメ子の唄,ザ・ダーツ,↓,,,1968
1968-04-15,1968,17,大都会の恋人たち,江夏圭介・酒井和歌子,←,,,1968
1968-04-15,1968,18,虹色の湖,中村晃子,↓,,,1968
1968-04-15,1968,19,星影のワルツ,千昌夫,↑,,,1968
1968-04-15,1968,20,雨に消えた初恋,ザ・カウシルズ,↓,,,1968
1968-04-22,1968,1,花の首飾り/銀河のロマンス,ザ・タイガース,←,,,1968
1968-04-22,1968,2,マサチューセッツ,ビージーズ,↑,,,1968
1968-04-22,1968,3,恋のしずく,伊東ゆかり,↓,,,1968
1968-04-22,1968,4,神様お願い,ザ・テンプターズ,↑,,,1968
1968-04-22,1968,5,ゆうべの秘密,小川知子,↓,,,1968
1968-04-22,1968,6,悲しくてやりきれない,ザ・フォーク・クルセダーズ,↑,,,1968
1968-04-22,1968,7,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↑,,,1968
1968-04-22,1968,8,デイドリーム,モンキーズ,↓,,,1968
1968-04-22,1968,9,あの時君は若かった,ザ・スパイダース,↓,,,1968
1968-04-22,1968,10,盛り場ブルース,森進一,↓,,,1968
1968-04-22,1968,11,星影のワルツ,千昌夫,↑,,,1968
1968-04-22,1968,12,涙のかわくまで,西田佐知子,↑,,,1968
1968-04-22,1968,13,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-04-22,1968,14,雨の銀座,黒沢明とロス・プリモス,↓,,,1968
1968-04-22,1968,15,太陽の花,寺内タケシとバニーズ,↓,,,1968
1968-04-22,1968,16,こころの虹,ジャッキー吉川とブルーコメッツ,↓,,,1968
1968-04-22,1968,17,薩摩の女,北島三郎,↑,,,1968
1968-04-22,1968,18,バラの恋人,ザ・ワイルド・ワンズ,↑,,,1968
1968-04-22,1968,19,小樽のひとよ,鶴岡雅義と東京ロマンチカ,↑,,,1968
1968-04-22,1968,20,大都会の恋人たち,江夏圭介・酒井和歌子,↓,,,1968
1968-04-29,1968,1,花の首飾り/銀河のロマンス,ザ・タイガース,←,,,1968
1968-04-29,1968,2,恋のしずく,伊東ゆかり,↑,,,1968
1968-04-29,1968,3,ゆうべの秘密,小川知子,↑,,,1968
1968-04-29,1968,4,神様お願い,ザ・テンプターズ,←,,,1968
1968-04-29,1968,5,マサチューセッツ,ビージーズ,↓,,,1968
1968-04-29,1968,6,悲しくてやりきれない,ザ・フォーク・クルセダーズ,←,,,1968
1968-04-29,1968,7,あの時君は若かった,ザ・スパイダース,↑,,,1968
1968-04-29,1968,8,星影のワルツ,千昌夫,↑,,,1968
1968-04-29,1968,9,デイドリーム,モンキーズ,↓,,,1968
1968-04-29,1968,10,バラの恋人,ザ・ワイルド・ワンズ,↑,,,1968
1968-04-29,1968,11,盛り場ブルース,森進一,↓,,,1968
1968-04-29,1968,12,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-04-29,1968,13,雨の銀座,黒沢明とロス・プリモス,↑,,,1968
1968-04-29,1968,14,涙のかわくまで,西田佐知子,↓,,,1968
1968-04-29,1968,15,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↓,,,1968
1968-04-29,1968,16,小樽のひとよ,鶴岡雅義と東京ロマンチカ,↑,,,1968
1968-04-29,1968,17,薩摩の女,北島三郎,←,,,1968
1968-04-29,1968,18,恋はみずいろ,ポール・モーリア,↑,,,1968
1968-04-29,1968,19,太陽の花,寺内タケシとバニーズ,↓,,,1968
1968-04-29,1968,20,虹色の湖,中村晃子,↑,,,1968
1968-05-06,1968,1,花の首飾り/銀河のロマンス,ザ・タイガース,←,,,1968
1968-05-06,1968,2,恋のしずく,伊東ゆかり,←,,,1968
1968-05-06,1968,3,マサチューセッツ,ビージーズ,↑,,,1968
1968-05-06,1968,4,ゆうべの秘密,小川知子,↓,,,1968
1968-05-06,1968,5,神様お願い,ザ・テンプターズ,↓,,,1968
1968-05-06,1968,6,悲しくてやりきれない,ザ・フォーク・クルセダーズ,←,,,1968
1968-05-06,1968,7,星影のワルツ,千昌夫,↑,,,1968
1968-05-06,1968,8,伊勢佐木町ブルース,青江三奈,↑,,,1968
1968-05-06,1968,9,バラの恋人,ザ・ワイルド・ワンズ,↑,,,1968
1968-05-06,1968,10,盛り場ブルース,森進一,↑,,,1968
1968-05-06,1968,11,レディ・マドンナ,ザ・ビートルズ,↑,,,1968
1968-05-06,1968,12,小樽のひとよ,鶴岡雅義と東京ロマンチカ,↑,,,1968
1968-05-06,1968,13,涙のかわくまで,西田佐知子,↑,,,1968
1968-05-06,1968,14,雨の銀座,黒沢明とロス・プリモス,↓,,,1968
1968-05-06,1968,15,薩摩の女,北島三郎,↑,,,1968
1968-05-06,1968,16,すてきなバレリ,モンキーズ,初,,,1968
1968-05-06,1968,17,あの時君は若かった,ザ・スパイダース,↓,,,1968
1968-05-06,1968,18,恋はみずいろ,ポール・モーリア,←,,,1968
1968-05-06,1968,19,デイドリーム,モンキーズ,↓,,,1968
1968-05-06,1968,20,亜麻色の髪の乙女,ヴィレッジ・シンガーズ,↓,,,1968
1968-05-13,1968,1,花の首飾り/銀河のロマンス,ザ・タイガース,←,,,1968
1968-05-13,1968,2,神様お願い,ザ・テンプターズ,↑,,,1968
1968-05-13,1968,3,恋のしずく,伊東ゆかり,↓,,,1968
1968-05-13,1968,4,すてきなバレリ,モンキーズ,↑,,,1968
1968-05-13,1968,5,星影のワルツ,千昌夫,↑,,,1968
1968-05-13,1968,6,悲しくてやりきれない,ザ・フォーク・クルセダーズ,←,,,1968
1968-05-13,1968,7,ゆうべの秘密,小川知子,↓,,,1968
1968-05-13,1968,8,バラの恋人,ザ・ワイルド・ワンズ,↑,,,1968
